session_id,user_id,session_date,source,device,page_views,session_duration
4144,1282,2025-09-13,Organic,Tablet,7,896
4145,1399,2025-09-13,Paid,Mobile,5,757
4146,1824,2025-09-13,Paid,Mobile,3,547
4147,1207,2025-09-13,Organic,Tablet,2,885
4148,29,2025-09-13,Paid,Tablet,2,428
4149,1060,2025-09-13,Social,Mobile,7,573
4150,297,2025-09-13,Organic,Desktop,2,130
4151,1999,2025-09-13,Organic,Tablet,9,117
4152,620,2025-09-13,Organic,Desktop,12,311
4153,7,2025-09-13,Paid,Desktop,9,290
4154,645,2025-09-13,Paid,Mobile,12,484
4155,395,2025-09-13,Paid,Tablet,15,120
4156,739,2025-09-13,Referral,Mobile,10,793
4157,152,2025-09-13,Paid,Mobile,14,630
4158,1646,2025-09-13,Paid,Desktop,12,738
4159,755,2025-09-13,Paid,Desktop,13,110
4160,1445,2025-09-13,Referral,Desktop,14,832
4161,1400,2025-09-13,Social,Desktop,6,715
4162,1763,2025-09-13,Social,Desktop,6,237
4163,991,2025-09-13,Paid,Desktop,13,497
4164,1399,2025-09-13,Paid,Desktop,13,450
4165,258,2025-09-13,Social,Mobile,1,237
4166,1613,2025-09-13,Referral,Desktop,2,510
4167,1944,2025-09-13,Social,Desktop,4,650
4168,1978,2025-09-13,Organic,Mobile,1,642
4169,883,2025-09-13,Social,Desktop,7,318
4170,1365,2025-09-13,Referral,Mobile,5,81
4171,683,2025-09-13,Organic,Mobile,8,470
4172,1028,2025-09-13,Social,Tablet,9,75
4173,1748,2025-09-13,Organic,Mobile,1,633
4174,463,2025-09-13,Organic,Tablet,15,698
4175,287,2025-09-13,Social,Desktop,13,754
4176,1937,2025-09-13,Paid,Mobile,2,342
4177,873,2025-09-13,Referral,Mobile,5,586
4178,119,2025-09-13,Organic,Desktop,15,329
4179,1232,2025-09-13,Referral,Desktop,15,284
4180,1548,2025-09-13,Paid,Desktop,1,885
4181,234,2025-09-13,Organic,Desktop,4,495
4182,801,2025-09-13,Organic,Tablet,15,227
4183,959,2025-09-13,Paid,Desktop,5,533
4184,797,2025-09-13,Paid,Mobile,8,802
4185,1838,2025-09-13,Organic,Desktop,4,158
4186,1469,2025-09-13,Organic,Mobile,11,736
4187,1778,2025-09-13,Paid,Mobile,1,491
4188,551,2025-09-13,Referral,Desktop,15,190
4189,1204,2025-09-13,Organic,Desktop,15,469
4190,1301,2025-09-13,Organic,Desktop,1,482
4191,369,2025-09-13,Paid,Mobile,1,792
4192,338,2025-09-13,Organic,Tablet,7,294
4193,1330,2025-09-13,Organic,Mobile,9,292
4194,606,2025-09-13,Organic,Desktop,5,40
4195,834,2025-09-13,Social,Mobile,6,609
4196,999,2025-09-13,Organic,Desktop,10,231
4197,564,2025-09-13,Organic,Mobile,5,347
4198,570,2025-09-13,Organic,Desktop,15,611
4199,239,2025-09-13,Organic,Desktop,10,476
4200,1927,2025-09-13,Organic,Desktop,11,121
4201,1191,2025-09-13,Organic,Desktop,1,120
4202,513,2025-09-13,Paid,Desktop,3,618
4203,22,2025-09-13,Social,Desktop,13,741
4204,1848,2025-09-13,Paid,Desktop,7,567
4205,245,2025-09-13,Organic,Mobile,2,42
4206,350,2025-09-13,Organic,Mobile,9,359
4207,974,2025-09-13,Paid,Mobile,10,790
4208,504,2025-09-13,Paid,Desktop,4,573
4209,240,2025-09-13,Organic,Mobile,5,727
4210,740,2025-09-13,Referral,Mobile,13,356
4211,1084,2025-09-13,Organic,Tablet,13,756
4212,998,2025-09-13,Organic,Mobile,14,60
4213,648,2025-09-13,Organic,Tablet,4,628
4214,518,2025-09-13,Social,Desktop,7,550
4215,1665,2025-09-13,Referral,Desktop,5,317
4216,298,2025-09-13,Organic,Desktop,5,231
4217,525,2025-09-13,Social,Desktop,1,672
4218,1635,2025-09-13,Organic,Mobile,15,394
4219,509,2025-09-13,Organic,Desktop,12,801
4220,1825,2025-09-13,Paid,Desktop,1,184
4221,1097,2025-09-13,Organic,Tablet,13,582
4222,111,2025-09-13,Paid,Desktop,11,237
4223,1425,2025-09-13,Paid,Mobile,15,720
4224,1253,2025-09-13,Organic,Tablet,6,688
4225,73,2025-09-13,Organic,Desktop,15,265
4226,346,2025-09-13,Paid,Desktop,10,545
4227,1702,2025-09-13,Paid,Tablet,13,633
4228,539,2025-09-13,Organic,Mobile,4,170
4229,124,2025-09-13,Paid,Mobile,3,373
4230,1996,2025-09-13,Paid,Mobile,14,756
4231,1891,2025-09-13,Organic,Mobile,13,691
4232,781,2025-09-13,Social,Desktop,7,465
4233,1346,2025-09-13,Organic,Mobile,6,484
4234,581,2025-09-13,Paid,Mobile,9,837
4235,169,2025-09-13,Organic,Mobile,10,314
4236,1030,2025-09-13,Social,Mobile,10,135
4237,746,2025-09-13,Organic,Mobile,9,605
4238,1945,2025-09-13,Social,Mobile,1,652
4239,404,2025-09-13,Paid,Desktop,15,695
4240,1431,2025-09-13,Social,Mobile,1,366
4241,1654,2025-09-13,Social,Mobile,1,519
4242,1980,2025-09-13,Social,Desktop,13,883
4243,829,2025-09-13,Organic,Desktop,8,56
4244,1735,2025-09-13,Paid,Desktop,6,735
4245,529,2025-09-13,Paid,Desktop,1,203
4246,177,2025-09-13,Paid,Mobile,3,855
4247,1945,2025-09-13,Organic,Desktop,3,574
4248,80,2025-09-13,Paid,Mobile,11,706
4249,463,2025-09-13,Paid,Desktop,7,299
4250,1707,2025-09-13,Social,Desktop,10,690
4251,238,2025-09-13,Paid,Tablet,2,491
4252,735,2025-09-13,Organic,Mobile,12,761
4253,1069,2025-09-13,Paid,Mobile,7,100
4254,1994,2025-09-13,Paid,Mobile,10,109
4255,426,2025-09-13,Organic,Mobile,6,879
4256,775,2025-09-13,Social,Mobile,3,812
4257,224,2025-09-13,Organic,Desktop,8,591
4258,483,2025-09-13,Referral,Mobile,10,528
4259,1219,2025-09-13,Paid,Mobile,8,96
4260,623,2025-09-13,Paid,Desktop,15,751
4261,1586,2025-09-13,Referral,Desktop,8,863
4262,1321,2025-09-13,Organic,Tablet,13,714
4263,1812,2025-09-13,Organic,Mobile,1,530
4264,649,2025-09-13,Referral,Mobile,2,31
4265,1496,2025-09-13,Social,Desktop,15,420
4266,1899,2025-09-13,Social,Tablet,5,676
4267,1790,2025-09-13,Social,Mobile,1,847
4268,792,2025-09-13,Paid,Desktop,11,165
4269,1560,2025-09-13,Social,Mobile,6,170
4270,1063,2025-09-13,Paid,Desktop,3,53
4271,1162,2025-09-13,Paid,Tablet,3,424
4272,485,2025-09-13,Referral,Desktop,4,396
4273,562,2025-09-13,Organic,Desktop,7,530
4274,612,2025-09-13,Organic,Desktop,2,125
4275,204,2025-09-13,Organic,Tablet,1,849
4276,1315,2025-09-13,Referral,Desktop,13,794
4277,1623,2025-09-13,Referral,Desktop,10,144
4278,21,2025-09-13,Paid,Desktop,14,308
4279,1245,2025-09-13,Organic,Desktop,2,580
4280,663,2025-09-13,Paid,Mobile,13,621
4281,1346,2025-09-13,Paid,Tablet,11,338
4282,1462,2025-09-13,Paid,Mobile,15,350
4283,111,2025-09-13,Referral,Desktop,5,523
4284,545,2025-09-13,Referral,Tablet,2,467
4285,711,2025-09-13,Organic,Mobile,2,430
4286,907,2025-09-13,Social,Mobile,4,32
4287,337,2025-09-13,Organic,Desktop,6,589
4288,204,2025-09-13,Organic,Desktop,3,716
4289,1978,2025-09-13,Paid,Desktop,11,696
4290,445,2025-09-13,Organic,Tablet,8,359
4291,1675,2025-09-13,Organic,Mobile,8,189
4292,710,2025-09-13,Organic,Desktop,10,333
4293,988,2025-09-13,Organic,Desktop,8,733
4294,176,2025-09-13,Social,Mobile,8,835
4295,17,2025-09-13,Social,Mobile,9,624
4296,679,2025-09-13,Paid,Desktop,4,456
4297,828,2025-09-13,Social,Tablet,9,280
4298,1117,2025-09-13,Paid,Tablet,9,607
4299,1488,2025-09-13,Paid,Mobile,7,576
4300,1937,2025-09-13,Organic,Desktop,1,577
4301,1183,2025-09-13,Paid,Desktop,5,393
4302,1290,2025-09-13,Social,Desktop,3,536
4303,1931,2025-09-13,Social,Mobile,4,801
4304,1661,2025-09-13,Organic,Desktop,10,877
4305,940,2025-09-13,Organic,Mobile,1,376
4306,1762,2025-09-13,Referral,Desktop,15,238
4307,1004,2025-09-13,Paid,Desktop,11,255
4308,1568,2025-09-13,Paid,Mobile,4,824
4309,339,2025-09-13,Paid,Mobile,6,331
4310,583,2025-09-13,Paid,Desktop,13,263
4311,1867,2025-09-13,Paid,Desktop,4,255
4312,37,2025-09-13,Paid,Desktop,11,333
4313,1284,2025-09-13,Organic,Mobile,14,344
4314,339,2025-09-13,Social,Tablet,12,228
4315,993,2025-09-13,Organic,Mobile,3,865
4316,11,2025-09-13,Paid,Desktop,5,338
4317,1167,2025-09-13,Social,Tablet,15,295
4318,1190,2025-09-13,Referral,Mobile,14,356
4319,828,2025-09-13,Organic,Mobile,2,520
4320,740,2025-09-13,Organic,Desktop,5,871
4321,506,2025-09-13,Organic,Mobile,15,435
4322,321,2025-09-13,Organic,Desktop,10,784
4323,221,2025-09-13,Paid,Desktop,9,590
4324,1313,2025-09-13,Organic,Desktop,12,665
4325,1839,2025-09-13,Social,Tablet,13,563
4326,791,2025-09-13,Organic,Mobile,8,127
4327,318,2025-09-13,Paid,Desktop,13,48
4328,1831,2025-09-13,Paid,Desktop,12,194
4329,892,2025-09-13,Social,Mobile,2,418
4330,1585,2025-09-13,Social,Desktop,1,656
4331,1399,2025-09-13,Paid,Mobile,14,233
4332,1613,2025-09-13,Social,Mobile,11,395
4333,625,2025-09-13,Referral,Mobile,9,817
4334,1722,2025-09-13,Paid,Mobile,7,146
4335,370,2025-09-13,Organic,Desktop,5,247
4336,74,2025-09-13,Paid,Desktop,7,50
4337,1137,2025-09-13,Social,Mobile,8,731
4338,938,2025-09-13,Organic,Desktop,2,97
4339,1126,2025-09-13,Paid,Desktop,15,585
4340,1981,2025-09-13,Social,Mobile,7,104
4341,1079,2025-09-13,Paid,Mobile,14,50
4342,1113,2025-09-13,Social,Mobile,14,790
4343,1229,2025-09-13,Paid,Desktop,14,416
4344,1166,2025-09-13,Social,Mobile,14,111
4345,900,2025-09-13,Organic,Tablet,6,608
4346,59,2025-09-13,Paid,Mobile,5,119
4347,1768,2025-09-13,Paid,Desktop,5,161
4348,601,2025-09-13,Paid,Desktop,3,819
4349,1547,2025-09-13,Paid,Desktop,13,156
4350,566,2025-09-13,Organic,Desktop,6,463
4351,1023,2025-09-13,Organic,Tablet,3,48
4352,1443,2025-09-13,Paid,Mobile,8,56
4353,1881,2025-09-13,Social,Desktop,4,312
4354,779,2025-09-13,Organic,Tablet,1,437
4355,1545,2025-09-13,Paid,Mobile,7,236
4356,1439,2025-09-13,Organic,Mobile,10,585
4357,1428,2025-09-13,Organic,Desktop,2,372
4358,785,2025-09-13,Paid,Desktop,1,586
4359,1397,2025-09-13,Organic,Desktop,1,210
4360,1769,2025-09-13,Organic,Mobile,2,531
4361,646,2025-09-13,Social,Desktop,6,237
4362,1861,2025-09-13,Organic,Mobile,10,684
4363,182,2025-09-13,Referral,Desktop,7,894
4364,1344,2025-09-13,Organic,Mobile,2,590
4365,241,2025-09-13,Referral,Desktop,8,246
4366,1971,2025-09-13,Organic,Desktop,10,269
4367,1692,2025-09-13,Organic,Mobile,7,515
4368,1048,2025-09-13,Organic,Mobile,14,708
4369,134,2025-09-13,Paid,Mobile,15,97
4370,248,2025-09-13,Paid,Mobile,3,691
4371,444,2025-09-13,Paid,Tablet,1,317
4372,1447,2025-09-13,Organic,Mobile,11,500
4373,534,2025-09-13,Paid,Mobile,10,534
4374,743,2025-09-13,Organic,Mobile,8,97
4375,878,2025-09-13,Organic,Desktop,2,572
4376,984,2025-09-13,Organic,Desktop,9,292
4377,1963,2025-09-13,Referral,Desktop,3,36
4378,809,2025-09-13,Paid,Mobile,5,48
4379,85,2025-09-13,Organic,Tablet,5,741
4380,286,2025-09-13,Organic,Mobile,5,650
4381,812,2025-09-13,Organic,Mobile,3,293
4382,947,2025-09-13,Paid,Mobile,9,687
4383,1177,2025-09-13,Paid,Desktop,10,204
4384,364,2025-09-13,Referral,Tablet,13,383
4385,1668,2025-09-13,Paid,Mobile,2,652
4386,1721,2025-09-13,Organic,Desktop,3,634
4387,630,2025-09-13,Paid,Mobile,12,778
4388,958,2025-09-13,Organic,Desktop,15,377
4389,1029,2025-09-13,Social,Desktop,3,365
4390,1509,2025-09-13,Organic,Mobile,1,275
4391,896,2025-09-13,Referral,Mobile,10,333
4392,1731,2025-09-13,Paid,Desktop,2,113
4393,1023,2025-09-13,Organic,Mobile,7,575
4394,1264,2025-09-13,Organic,Mobile,11,484
4395,901,2025-09-13,Paid,Mobile,5,285
4396,488,2025-09-13,Social,Desktop,14,760
4397,1190,2025-09-13,Organic,Mobile,3,420
4398,239,2025-09-13,Paid,Tablet,5,47
4399,381,2025-09-13,Referral,Mobile,10,41
4400,1441,2025-09-13,Paid,Tablet,15,703
4401,1340,2025-09-13,Social,Desktop,6,403
4402,1033,2025-09-13,Paid,Mobile,8,145
4403,1939,2025-09-13,Social,Tablet,8,136
4404,1887,2025-09-13,Organic,Mobile,13,428
4405,702,2025-09-13,Paid,Desktop,10,733
4406,1129,2025-09-13,Paid,Tablet,13,411
4407,320,2025-09-13,Organic,Desktop,9,162
4408,168,2025-09-13,Referral,Mobile,8,667
4409,606,2025-09-13,Paid,Mobile,6,837
4410,1703,2025-09-13,Paid,Desktop,6,178
4411,230,2025-09-13,Social,Desktop,10,814
4412,358,2025-09-13,Organic,Mobile,1,240
4413,1868,2025-09-13,Social,Desktop,3,127
4414,1005,2025-09-13,Organic,Desktop,7,148
4415,1331,2025-09-13,Organic,Desktop,4,613
4416,1298,2025-09-13,Social,Mobile,14,173
4417,244,2025-09-13,Social,Mobile,14,516
4418,1504,2025-09-13,Paid,Desktop,7,642
4419,1771,2025-09-13,Paid,Mobile,3,295
4420,347,2025-09-13,Organic,Tablet,13,653
4421,154,2025-09-13,Paid,Mobile,5,419
4422,696,2025-09-13,Organic,Tablet,4,737
4423,368,2025-09-13,Paid,Desktop,5,436
4424,1077,2025-09-13,Paid,Mobile,12,751
4425,57,2025-09-13,Organic,Tablet,9,247
4426,1376,2025-09-13,Paid,Desktop,15,858
4427,1409,2025-09-13,Social,Tablet,12,98
4428,1957,2025-09-13,Paid,Mobile,10,600
4429,121,2025-09-13,Social,Mobile,9,32
4430,1113,2025-09-13,Referral,Mobile,12,245
4431,607,2025-09-13,Paid,Desktop,13,612
4432,1351,2025-09-13,Social,Desktop,8,793
4433,618,2025-09-13,Paid,Desktop,4,718
4434,1690,2025-09-13,Social,Desktop,11,542
4435,867,2025-09-13,Social,Mobile,4,137
4436,103,2025-09-13,Referral,Mobile,9,355
4437,565,2025-09-13,Social,Mobile,3,757
4438,264,2025-09-13,Social,Mobile,3,630
4439,673,2025-09-13,Organic,Desktop,2,302
4440,1746,2025-09-13,Referral,Desktop,10,750
4441,685,2025-09-13,Organic,Mobile,6,325
4442,1113,2025-09-13,Organic,Mobile,9,361
4443,130,2025-09-13,Paid,Desktop,11,554
4444,1871,2025-09-13,Paid,Desktop,9,866
4445,1410,2025-09-13,Organic,Tablet,13,65
4446,2,2025-09-13,Organic,Mobile,11,102
4447,663,2025-09-13,Organic,Tablet,2,574
4448,310,2025-09-13,Paid,Desktop,12,865
4449,1145,2025-09-13,Referral,Tablet,11,44
4450,632,2025-09-13,Organic,Mobile,11,302
4451,1395,2025-09-13,Paid,Desktop,6,553
4452,225,2025-09-13,Organic,Mobile,14,802
4453,1327,2025-09-13,Paid,Desktop,2,180
4454,1388,2025-09-13,Social,Desktop,15,198
4455,695,2025-09-13,Paid,Desktop,10,389
4456,657,2025-09-13,Organic,Desktop,13,156
4457,1024,2025-09-13,Social,Mobile,7,812
4458,1955,2025-09-13,Social,Desktop,8,598
4459,708,2025-09-13,Organic,Desktop,1,283
4460,1459,2025-09-13,Organic,Mobile,14,512
4461,1224,2025-09-13,Paid,Desktop,10,261
4462,1112,2025-09-13,Organic,Desktop,6,127
4463,388,2025-09-13,Organic,Mobile,8,412
4464,875,2025-09-13,Social,Desktop,2,339
4465,115,2025-09-13,Social,Mobile,13,561
4466,1937,2025-09-13,Referral,Tablet,3,663
4467,1665,2025-09-13,Paid,Tablet,12,862
4468,1605,2025-09-13,Organic,Tablet,12,735
4469,1439,2025-09-13,Social,Desktop,4,454
4470,890,2025-09-13,Paid,Desktop,4,605
4471,1665,2025-09-13,Paid,Mobile,11,483
4472,707,2025-09-13,Organic,Mobile,4,219
4473,189,2025-09-13,Organic,Desktop,6,846
4474,45,2025-09-13,Social,Desktop,2,585
4475,1979,2025-09-13,Organic,Mobile,1,54
4476,1841,2025-09-13,Organic,Mobile,15,521
4477,449,2025-09-13,Paid,Desktop,12,503
4478,261,2025-09-13,Organic,Desktop,15,450
4479,1229,2025-09-13,Paid,Tablet,10,228
4480,76,2025-09-13,Paid,Mobile,2,726
4481,1834,2025-09-13,Paid,Desktop,15,738
4482,1800,2025-09-13,Organic,Desktop,12,478
4483,28,2025-09-13,Organic,Desktop,12,324
4484,30,2025-09-13,Paid,Tablet,12,478
4485,1315,2025-09-13,Organic,Tablet,13,508
4486,1771,2025-09-13,Paid,Mobile,14,695
4487,1114,2025-09-13,Organic,Mobile,6,494
4488,656,2025-09-13,Referral,Desktop,11,447
4489,1134,2025-09-13,Paid,Mobile,9,856
4490,112,2025-09-13,Organic,Mobile,1,338
4491,836,2025-09-13,Referral,Desktop,8,251
4492,1216,2025-09-13,Social,Desktop,9,103
4493,1605,2025-09-13,Paid,Desktop,12,82
4494,475,2025-09-13,Organic,Desktop,9,773
4495,1274,2025-09-13,Organic,Mobile,9,815
4496,1512,2025-09-13,Referral,Desktop,12,559
4497,298,2025-09-13,Paid,Mobile,5,311
4498,1611,2025-09-13,Social,Desktop,14,659
4499,1421,2025-09-13,Referral,Mobile,5,302
4500,662,2025-09-13,Organic,Mobile,2,189
4501,179,2025-09-13,Organic,Mobile,15,450
4502,405,2025-09-13,Paid,Desktop,5,834
4503,1572,2025-09-13,Social,Desktop,10,625
4504,1888,2025-09-13,Paid,Tablet,11,535
4505,436,2025-09-13,Social,Mobile,13,705
4506,714,2025-09-13,Social,Mobile,7,314
4507,272,2025-09-13,Paid,Desktop,4,738
4508,140,2025-09-13,Organic,Mobile,12,271
4509,804,2025-09-13,Social,Mobile,3,637
4510,279,2025-09-13,Paid,Mobile,15,143
4511,695,2025-09-13,Organic,Desktop,13,111
4512,267,2025-09-13,Social,Mobile,10,296
4513,644,2025-09-13,Paid,Tablet,4,382
4514,1143,2025-09-13,Paid,Desktop,6,106
4515,1896,2025-09-13,Organic,Mobile,13,446
4516,975,2025-09-13,Paid,Desktop,9,58
4517,1517,2025-09-13,Organic,Desktop,12,191
4518,35,2025-09-13,Paid,Mobile,4,131
4519,1642,2025-09-13,Social,Mobile,5,229
4520,723,2025-09-13,Paid,Mobile,8,229
4521,1420,2025-09-13,Organic,Desktop,12,814
4522,377,2025-09-13,Organic,Desktop,13,511
4523,98,2025-09-13,Organic,Desktop,12,797
4524,1519,2025-09-13,Paid,Tablet,14,299
4525,1297,2025-09-13,Paid,Mobile,2,192
4526,1049,2025-09-13,Paid,Mobile,2,280
4527,28,2025-09-13,Paid,Desktop,11,709
4528,1944,2025-09-13,Organic,Mobile,5,542
4529,1526,2025-09-13,Social,Desktop,2,873
4530,1361,2025-09-13,Referral,Desktop,2,444
4531,463,2025-09-13,Organic,Mobile,4,133
4532,1197,2025-09-13,Organic,Desktop,15,623
4533,525,2025-09-13,Social,Desktop,10,605
4534,1522,2025-09-13,Organic,Desktop,10,760
4535,697,2025-09-13,Organic,Mobile,15,833
4536,889,2025-09-13,Organic,Tablet,7,184
4537,290,2025-09-13,Paid,Mobile,12,138
4538,1209,2025-09-13,Organic,Mobile,11,682
4539,1133,2025-09-13,Paid,Mobile,8,773
4540,254,2025-09-13,Organic,Desktop,3,374
4541,1290,2025-09-13,Paid,Mobile,6,533
4542,1433,2025-09-13,Organic,Mobile,9,629
4543,1332,2025-09-13,Social,Desktop,5,602
4544,157,2025-09-13,Social,Desktop,8,697
4545,1370,2025-09-13,Paid,Mobile,10,535
4546,226,2025-09-13,Paid,Desktop,4,253
4547,1836,2025-09-13,Organic,Desktop,6,385
4548,936,2025-09-13,Organic,Mobile,4,375
4549,792,2025-09-13,Paid,Desktop,5,489
4550,52,2025-09-13,Organic,Desktop,2,84
4551,684,2025-09-13,Social,Desktop,10,159
4552,1454,2025-09-13,Paid,Desktop,13,388
4553,1717,2025-09-13,Social,Desktop,1,761
4554,204,2025-09-13,Paid,Mobile,9,362
4555,1593,2025-09-13,Paid,Desktop,9,469
4556,1573,2025-09-13,Paid,Mobile,10,766
4557,1545,2025-09-13,Social,Mobile,6,473
4558,1958,2025-09-13,Organic,Tablet,12,252
4559,817,2025-09-13,Organic,Tablet,14,663
4560,1143,2025-09-13,Organic,Desktop,11,512
4561,951,2025-09-13,Paid,Desktop,6,787
4562,123,2025-09-13,Organic,Desktop,9,286
4563,1451,2025-09-13,Organic,Mobile,1,559
4564,620,2025-09-13,Referral,Tablet,15,306
4565,440,2025-09-13,Organic,Mobile,6,732
4566,1826,2025-09-13,Paid,Mobile,15,116
4567,268,2025-09-13,Organic,Desktop,6,804
4568,433,2025-09-13,Organic,Mobile,3,805
4569,1098,2025-09-13,Organic,Mobile,9,241
4570,1091,2025-09-13,Paid,Mobile,10,354
4571,1693,2025-09-13,Organic,Desktop,5,692
4572,1956,2025-09-13,Organic,Mobile,4,683
4573,1079,2025-09-13,Paid,Desktop,3,496
4574,1997,2025-09-13,Organic,Mobile,8,423
4575,455,2025-09-13,Paid,Desktop,8,399
4576,1311,2025-09-13,Social,Desktop,7,800
4577,776,2025-09-13,Organic,Tablet,11,664
4578,215,2025-09-13,Referral,Tablet,4,534
4579,825,2025-09-13,Organic,Desktop,10,36
4580,1114,2025-09-13,Referral,Mobile,5,349
4581,996,2025-09-13,Organic,Desktop,12,764
4582,1044,2025-09-13,Paid,Desktop,2,475
4583,1646,2025-09-13,Organic,Mobile,3,321
4584,1869,2025-09-13,Social,Desktop,1,485
4585,1320,2025-09-13,Organic,Desktop,8,265
4586,66,2025-09-13,Social,Desktop,12,173
4587,407,2025-09-13,Paid,Mobile,10,36
4588,969,2025-09-13,Social,Desktop,2,500
4589,22,2025-09-13,Organic,Mobile,9,636
4590,1286,2025-09-13,Organic,Mobile,7,40
4591,297,2025-09-13,Organic,Mobile,10,107
4592,1443,2025-09-13,Paid,Desktop,6,62
4593,1759,2025-09-13,Referral,Mobile,15,403
4594,1344,2025-09-13,Paid,Tablet,9,411
4595,1510,2025-09-13,Paid,Desktop,8,305
4596,279,2025-09-13,Organic,Desktop,9,268
4597,544,2025-09-13,Paid,Mobile,7,426
4598,318,2025-09-13,Organic,Mobile,8,189
4599,1499,2025-09-13,Organic,Mobile,3,444
4600,1208,2025-09-13,Paid,Desktop,8,520
4601,1195,2025-09-13,Organic,Tablet,10,758
4602,198,2025-09-13,Referral,Desktop,11,832
4603,597,2025-09-13,Referral,Tablet,6,186
4604,1599,2025-09-13,Social,Mobile,11,244
4605,180,2025-09-13,Referral,Desktop,7,70
4606,861,2025-09-13,Paid,Desktop,8,176
4607,1586,2025-09-13,Organic,Desktop,15,246
4608,747,2025-09-13,Referral,Desktop,1,233
4609,1965,2025-09-13,Social,Mobile,8,131
4610,693,2025-09-13,Social,Desktop,4,394
4611,356,2025-09-13,Referral,Desktop,11,623
4612,1471,2025-09-13,Paid,Desktop,15,835
4613,620,2025-09-13,Organic,Desktop,14,433
4614,1202,2025-09-13,Social,Desktop,6,259
4615,513,2025-09-13,Paid,Mobile,7,799
4616,42,2025-09-13,Organic,Mobile,10,180
4617,1094,2025-09-13,Organic,Tablet,6,766
4618,407,2025-09-13,Social,Mobile,14,390
4619,546,2025-09-13,Organic,Mobile,13,443
4620,878,2025-09-13,Paid,Desktop,12,73
4621,1889,2025-09-13,Organic,Desktop,4,560
4622,1315,2025-09-13,Referral,Mobile,7,717
4623,390,2025-09-13,Referral,Tablet,3,688
4624,1308,2025-09-13,Social,Desktop,9,371
4625,437,2025-09-13,Organic,Desktop,11,613
4626,1665,2025-09-13,Organic,Mobile,8,755
4627,1836,2025-09-13,Organic,Mobile,7,770
4628,986,2025-09-13,Paid,Mobile,3,547
4629,1498,2025-09-13,Organic,Mobile,15,351
4630,647,2025-09-13,Referral,Mobile,9,898
4631,1905,2025-09-13,Organic,Mobile,11,177
4632,1243,2025-09-13,Paid,Desktop,9,672
4633,59,2025-09-13,Organic,Desktop,14,519
4634,1788,2025-09-13,Organic,Mobile,8,383
4635,908,2025-09-13,Social,Mobile,3,343
4636,741,2025-09-13,Paid,Mobile,15,246
4637,1029,2025-09-13,Social,Mobile,12,367
4638,1986,2025-09-13,Organic,Desktop,10,337
4639,257,2025-09-13,Social,Desktop,6,345
4640,362,2025-09-13,Social,Desktop,14,297
4641,1866,2025-09-13,Organic,Tablet,7,865
4642,861,2025-09-13,Organic,Tablet,12,749
4643,1194,2025-09-13,Paid,Mobile,12,123
4644,1922,2025-09-13,Paid,Mobile,10,501
4645,284,2025-09-13,Referral,Desktop,4,819
4646,1066,2025-09-13,Paid,Mobile,15,764
4647,1740,2025-09-13,Paid,Tablet,1,628
4648,732,2025-09-13,Paid,Desktop,5,805
4649,1743,2025-09-13,Organic,Mobile,10,628
4650,68,2025-09-13,Organic,Desktop,10,408
4651,1169,2025-09-13,Organic,Desktop,6,739
4652,1281,2025-09-13,Organic,Mobile,12,40
4653,923,2025-09-13,Paid,Mobile,8,778
4654,1391,2025-09-13,Organic,Desktop,9,140
4655,239,2025-09-13,Paid,Mobile,6,509
4656,566,2025-09-13,Organic,Tablet,1,141
4657,772,2025-09-13,Organic,Desktop,13,379
4658,1113,2025-09-13,Paid,Mobile,13,249
4659,858,2025-09-13,Social,Desktop,4,528
4660,808,2025-09-13,Social,Desktop,1,842
4661,1946,2025-09-13,Paid,Desktop,11,457
4662,1860,2025-09-13,Organic,Desktop,11,847
4663,924,2025-09-13,Organic,Mobile,11,854
4664,1027,2025-09-13,Referral,Mobile,3,160
4665,1873,2025-09-13,Paid,Desktop,13,355
4666,1059,2025-09-13,Referral,Mobile,10,340
4667,1513,2025-09-13,Organic,Desktop,13,369
4668,1483,2025-09-13,Paid,Mobile,9,77
4669,1532,2025-09-13,Paid,Mobile,10,83
4670,515,2025-09-13,Social,Mobile,14,199
4671,801,2025-09-13,Organic,Tablet,3,423
4672,594,2025-09-13,Paid,Desktop,11,565
4673,1287,2025-09-13,Organic,Mobile,2,510
4674,1455,2025-09-13,Paid,Mobile,5,319
4675,1558,2025-09-13,Paid,Mobile,11,87
4676,768,2025-09-13,Organic,Desktop,1,602
4677,347,2025-09-13,Organic,Mobile,13,165
4678,42,2025-09-13,Organic,Tablet,4,117
4679,609,2025-09-13,Organic,Mobile,15,79
4680,1237,2025-09-13,Referral,Tablet,7,98
4681,1627,2025-09-13,Paid,Desktop,1,586
4682,1988,2025-09-13,Organic,Mobile,15,126
4683,655,2025-09-13,Paid,Desktop,9,375
4684,1321,2025-09-13,Paid,Desktop,15,591
4685,585,2025-09-13,Paid,Desktop,3,537
4686,591,2025-09-13,Social,Desktop,13,617
4687,1467,2025-09-13,Paid,Mobile,2,843
4688,1002,2025-09-13,Organic,Desktop,6,181
4689,906,2025-09-13,Paid,Mobile,2,858
4690,1495,2025-09-13,Organic,Mobile,1,610
4691,1581,2025-09-13,Organic,Mobile,14,370
4692,1363,2025-09-13,Paid,Mobile,1,353
4693,506,2025-09-13,Social,Desktop,5,406
4694,1064,2025-09-13,Paid,Mobile,7,653
4695,818,2025-09-13,Organic,Mobile,5,543
