conversion_id,user_id,campaign_id,conversion_date,revenue,conversion_type
630,836,15,2025-09-17,493.87,Download
631,1233,4,2025-09-21,481.9,Purchase
632,1717,3,2025-09-25,395.76,Signup
633,1425,6,2025-10-05,274.7,Signup
634,1764,9,2025-09-20,439.53,Download
635,1868,14,2025-09-18,347.42,Purchase
636,706,7,2025-10-07,147.64,Purchase
637,1060,4,2025-09-23,39.98,Signup
638,363,14,2025-09-17,85.82,Purchase
639,1802,6,2025-09-21,52.18,Purchase
640,94,6,2025-09-28,470.52,Purchase
641,169,14,2025-09-19,459.07,Purchase
642,1248,9,2025-09-24,399.93,Purchase
643,1076,14,2025-09-19,300.58,Purchase
644,201,12,2025-09-22,432.81,Purchase
645,1401,5,2025-09-25,222.84,Purchase
646,934,10,2025-09-17,57.62,Purchase
647,1323,9,2025-09-20,406.75,Purchase
648,1165,10,2025-10-10,406.67,Purchase
649,711,9,2025-09-19,348.11,Purchase
650,706,12,2025-09-16,110.79,Purchase
651,719,10,2025-09-15,92.37,Signup
652,42,14,2025-09-22,192.92,Signup
653,123,5,2025-09-13,222.6,Signup
654,1301,2,2025-09-25,436.22,Purchase
655,101,5,2025-09-16,268.0,Purchase
656,1991,4,2025-09-14,121.99,Purchase
657,591,8,2025-09-14,335.18,Download
658,816,14,2025-09-15,297.93,Signup
659,1945,8,2025-09-19,97.27,Purchase
660,1498,14,2025-09-13,122.11,Purchase
661,1979,7,2025-10-01,497.36,Signup
662,1473,2,2025-09-21,78.08,Purchase
663,1895,2,2025-09-17,67.1,Download
664,1698,7,2025-09-16,296.13,Purchase
665,1493,10,2025-09-24,250.44,Purchase
666,392,6,2025-09-17,141.7,Purchase
667,758,4,2025-09-21,110.61,Purchase
668,1043,11,2025-09-14,216.89,Purchase
669,1908,13,2025-09-22,215.1,Purchase
670,435,5,2025-09-14,489.58,Signup
671,79,1,2025-09-21,147.09,Purchase
672,1119,14,2025-09-26,207.76,Purchase
673,1242,11,2025-09-13,456.74,Purchase
674,1066,12,2025-09-23,36.13,Purchase
675,158,3,2025-10-01,478.57,Signup
676,646,15,2025-09-27,271.09,Download
677,445,5,2025-09-17,340.67,Signup
678,1270,2,2025-09-15,21.17,Purchase
679,461,6,2025-09-13,439.25,Purchase
680,1839,11,2025-09-17,257.48,Purchase
681,563,5,2025-09-26,360.99,Purchase
682,1223,8,2025-09-20,436.05,Signup
683,777,5,2025-09-27,132.53,Purchase
684,130,12,2025-09-17,100.25,Signup
685,1741,4,2025-09-14,272.92,Download
686,655,9,2025-09-20,314.52,Signup
687,1554,4,2025-09-16,73.59,Purchase
688,35,14,2025-09-14,351.46,Purchase
689,1905,3,2025-09-16,151.65,Purchase
690,1353,2,2025-10-11,325.62,Purchase
691,1996,8,2025-09-22,112.17,Purchase
692,1856,15,2025-09-16,306.9,Purchase
693,1020,7,2025-10-01,199.4,Purchase
694,326,11,2025-10-02,260.3,Purchase
695,1138,1,2025-09-18,462.01,Signup
696,1966,13,2025-09-28,229.76,Purchase
697,780,5,2025-09-22,426.89,Purchase
698,507,4,2025-09-16,200.59,Purchase
699,277,8,2025-09-20,487.55,Purchase
700,1530,8,2025-09-18,347.58,Purchase
701,497,6,2025-09-14,137.08,Download
702,675,3,2025-10-08,172.46,Purchase
703,971,14,2025-09-26,422.83,Download
704,1260,14,2025-09-16,351.91,Purchase
705,1259,10,2025-10-04,102.26,Purchase
706,387,11,2025-10-03,157.13,Purchase
707,1687,5,2025-09-15,273.72,Purchase
708,652,3,2025-09-24,113.29,Purchase
709,631,11,2025-09-26,220.49,Signup
710,763,9,2025-09-27,77.59,Purchase
711,776,9,2025-09-15,278.36,Download
712,1051,7,2025-10-10,300.74,Download
713,682,11,2025-09-15,171.11,Purchase
714,1694,4,2025-09-14,208.92,Download
715,269,6,2025-09-25,188.03,Purchase
716,1409,11,2025-09-25,316.96,Purchase
717,1874,12,2025-09-13,333.49,Purchase
718,273,13,2025-10-01,183.36,Purchase
719,569,15,2025-09-16,51.57,Purchase
720,1338,9,2025-09-14,278.64,Purchase
721,1150,13,2025-09-29,260.48,Purchase
722,58,3,2025-09-19,145.99,Purchase
723,1289,9,2025-09-23,444.41,Purchase
724,917,2,2025-10-09,314.03,Purchase
725,796,2,2025-10-07,161.9,Purchase
726,827,8,2025-09-16,197.76,Purchase
727,401,1,2025-09-15,464.59,Purchase
728,1941,4,2025-09-20,284.32,Purchase
729,75,14,2025-09-23,86.59,Signup
730,178,7,2025-09-22,415.26,Purchase
731,250,12,2025-09-19,395.89,Download
732,1221,13,2025-09-14,290.04,Signup
733,517,7,2025-10-08,70.81,Signup
734,1641,9,2025-09-18,84.73,Purchase
735,329,12,2025-09-13,466.55,Purchase
736,341,7,2025-10-02,370.25,Signup
737,425,13,2025-09-27,278.01,Purchase
738,318,4,2025-09-21,324.89,Purchase
739,1153,10,2025-09-18,351.32,Signup
740,1340,12,2025-09-22,281.02,Download
741,1308,12,2025-09-23,324.74,Download
742,712,4,2025-09-19,265.93,Purchase
743,1830,14,2025-09-14,414.66,Signup
744,635,3,2025-09-18,68.67,Download
745,1699,7,2025-09-30,106.81,Purchase
746,298,13,2025-09-21,427.21,Purchase
747,1552,5,2025-09-17,77.93,Purchase
748,1516,1,2025-09-15,302.25,Purchase
749,1027,11,2025-10-02,472.6,Signup
750,745,11,2025-09-20,433.98,Purchase
751,1251,6,2025-09-15,239.34,Purchase
752,1040,10,2025-10-10,88.64,Download
753,1120,4,2025-09-22,172.24,Signup
754,843,8,2025-09-18,205.85,Purchase
755,309,5,2025-09-30,209.36,Purchase
756,836,5,2025-09-14,76.31,Purchase
757,724,7,2025-09-22,386.17,Download
758,1511,4,2025-09-14,170.94,Purchase
759,1079,9,2025-09-14,323.44,Purchase
760,1856,5,2025-09-24,331.04,Purchase
761,1757,13,2025-10-02,299.87,Purchase
762,1528,7,2025-09-21,169.61,Purchase
763,1971,2,2025-10-05,16.24,Purchase
764,1480,14,2025-09-14,175.8,Signup
765,1926,14,2025-09-26,10.67,Purchase
766,469,12,2025-09-16,325.1,Purchase
767,1284,5,2025-09-19,302.77,Signup
768,1360,15,2025-09-14,341.91,Signup
769,808,13,2025-09-20,431.46,Purchase
770,1149,2,2025-10-05,204.55,Purchase
771,1818,15,2025-09-23,380.49,Purchase
772,1600,15,2025-09-18,392.79,Purchase
773,1122,4,2025-09-23,335.08,Purchase
774,38,1,2025-09-14,372.87,Purchase
775,1006,14,2025-09-21,289.98,Purchase
776,1199,2,2025-10-10,378.48,Signup
777,576,3,2025-09-22,203.93,Purchase
778,381,8,2025-09-19,481.6,Download
779,1794,11,2025-09-15,23.47,Download
780,1738,12,2025-09-22,243.89,Purchase
781,669,10,2025-10-07,343.29,Purchase
782,936,4,2025-09-22,136.93,Purchase
783,1388,14,2025-09-24,345.38,Purchase
784,1813,14,2025-09-25,294.25,Purchase
785,673,6,2025-09-18,268.64,Purchase
786,44,13,2025-09-15,268.92,Purchase
787,1831,2,2025-10-07,480.87,Purchase
788,1568,5,2025-10-01,255.72,Download
789,1885,9,2025-09-26,313.63,Purchase
790,850,14,2025-09-20,284.45,Signup
791,1826,10,2025-09-28,359.04,Purchase
792,1171,8,2025-09-13,371.66,Download
793,1499,5,2025-09-16,188.2,Purchase
794,920,3,2025-09-13,217.37,Purchase
795,9,13,2025-09-29,493.28,Download
796,1834,1,2025-09-14,56.32,Signup
797,1707,8,2025-09-18,114.48,Signup
798,354,11,2025-10-07,340.38,Purchase
799,521,10,2025-10-01,304.67,Purchase
800,352,3,2025-09-21,99.28,Purchase
801,921,2,2025-09-23,68.02,Purchase
802,1537,4,2025-09-17,119.45,Signup
803,202,3,2025-10-07,463.78,Purchase
804,956,5,2025-09-17,23.99,Purchase
805,660,8,2025-09-18,107.59,Download
806,720,12,2025-09-17,243.21,Purchase
807,1017,14,2025-09-15,25.53,Purchase
808,1738,12,2025-09-16,33.69,Purchase
809,594,12,2025-09-23,337.72,Purchase
810,121,14,2025-09-17,158.25,Purchase
811,1248,12,2025-09-13,308.7,Purchase
812,1038,9,2025-09-14,43.17,Purchase
813,266,1,2025-09-19,220.21,Download
814,13,12,2025-09-16,83.02,Purchase
815,520,14,2025-09-17,401.52,Purchase
816,853,14,2025-09-14,85.82,Signup
817,1561,14,2025-09-15,318.74,Purchase
818,1463,4,2025-09-14,264.64,Signup
819,1595,1,2025-09-20,470.64,Purchase
820,1387,4,2025-09-17,256.57,Purchase
821,1003,3,2025-09-22,284.89,Purchase
822,157,8,2025-09-15,229.63,Purchase
823,18,2,2025-09-24,169.43,Signup
824,139,13,2025-09-24,86.22,Purchase
825,1324,13,2025-09-14,338.36,Signup
826,1369,4,2025-09-20,112.35,Purchase
827,121,4,2025-09-16,450.32,Purchase
828,637,13,2025-09-17,72.21,Purchase
829,1972,1,2025-09-21,316.09,Purchase
830,1243,2,2025-09-18,347.83,Purchase
831,116,3,2025-10-02,14.47,Purchase
832,142,13,2025-09-24,133.6,Signup
833,471,6,2025-09-18,73.48,Purchase
834,791,12,2025-09-13,128.69,Download
835,1780,4,2025-09-20,213.44,Purchase
836,985,2,2025-09-17,65.62,Download
837,1821,3,2025-09-16,301.64,Purchase
838,475,6,2025-09-26,396.54,Purchase
839,1850,13,2025-09-27,30.53,Purchase
840,1235,12,2025-09-23,309.35,Purchase
841,1377,2,2025-10-09,194.18,Purchase
842,1091,12,2025-09-19,131.22,Purchase
843,1174,9,2025-09-24,341.25,Purchase
844,1867,15,2025-09-16,458.99,Purchase
845,1342,15,2025-09-15,240.78,Purchase
846,1963,14,2025-09-17,349.81,Purchase
847,1581,15,2025-09-27,298.62,Purchase
848,919,3,2025-09-30,316.89,Purchase
849,1763,15,2025-09-27,362.64,Purchase
850,588,8,2025-09-22,163.93,Download
851,1965,1,2025-09-21,176.08,Purchase
852,1245,4,2025-09-22,36.55,Purchase
853,548,6,2025-10-04,33.4,Purchase
854,1044,13,2025-09-23,154.46,Purchase
855,1621,5,2025-09-26,193.53,Signup
856,1228,7,2025-10-07,170.19,Signup
857,1729,14,2025-09-19,401.56,Purchase
858,842,12,2025-09-15,298.46,Purchase
859,1755,1,2025-09-23,166.78,Purchase
860,866,1,2025-09-22,493.67,Signup
861,272,9,2025-09-14,274.06,Purchase
862,689,3,2025-09-25,308.52,Purchase
863,431,8,2025-09-13,288.22,Signup
864,1979,15,2025-09-24,267.86,Purchase
865,1779,10,2025-10-08,185.22,Purchase
866,758,15,2025-09-28,245.35,Purchase
867,953,2,2025-10-02,170.13,Purchase
868,794,10,2025-10-01,83.15,Purchase
869,1417,12,2025-09-22,329.58,Signup
870,388,9,2025-09-25,417.11,Purchase
871,1407,1,2025-09-14,230.08,Signup
872,698,3,2025-10-09,376.44,Purchase
873,347,5,2025-09-22,217.78,Purchase
874,107,8,2025-09-16,41.95,Purchase
875,1740,15,2025-09-15,451.36,Purchase
876,1956,13,2025-09-29,370.29,Purchase
877,552,14,2025-09-18,341.47,Purchase
878,934,7,2025-09-15,29.75,Purchase
879,1829,1,2025-09-21,92.2,Download
880,413,4,2025-09-18,293.98,Signup
881,1978,7,2025-09-18,231.44,Purchase
882,952,10,2025-09-27,344.6,Download
883,463,13,2025-09-13,118.82,Purchase
884,1690,5,2025-09-21,379.47,Purchase
885,888,5,2025-09-15,270.15,Download
886,1925,9,2025-09-18,361.54,Signup
887,624,7,2025-10-07,242.48,Purchase
888,1846,3,2025-10-04,290.96,Purchase
889,1451,12,2025-09-13,89.47,Purchase
890,114,11,2025-09-20,368.7,Purchase
891,501,12,2025-09-19,432.07,Purchase
892,1037,5,2025-09-28,73.13,Purchase
893,836,9,2025-09-24,364.67,Purchase
894,442,2,2025-09-27,282.94,Purchase
895,137,3,2025-10-02,321.7,Purchase
896,1793,15,2025-09-17,330.65,Purchase
897,1932,1,2025-09-15,256.25,Signup
898,235,5,2025-09-20,481.5,Purchase
899,261,1,2025-09-13,20.32,Purchase
900,307,3,2025-09-20,305.76,Purchase
901,695,11,2025-09-18,160.98,Signup
902,64,2,2025-09-15,98.01,Purchase
903,1074,3,2025-10-03,437.59,Signup
904,1056,12,2025-09-22,77.87,Download
905,272,14,2025-09-18,429.88,Purchase
906,1516,13,2025-09-27,120.62,Download
907,1437,7,2025-09-17,427.35,Purchase
908,1231,10,2025-09-20,140.24,Purchase
909,1308,11,2025-09-19,456.16,Purchase
910,1135,7,2025-10-07,271.04,Purchase
911,1076,10,2025-10-09,455.85,Purchase
912,11,1,2025-09-20,461.3,Purchase
913,758,5,2025-09-14,436.7,Purchase
914,615,15,2025-09-17,316.77,Purchase
915,947,5,2025-09-25,12.61,Purchase
916,679,3,2025-09-15,442.16,Purchase
917,797,13,2025-09-17,350.72,Signup
918,1373,5,2025-09-16,218.37,Purchase
919,856,14,2025-09-26,285.34,Purchase
920,792,9,2025-09-23,404.2,Purchase
921,1777,7,2025-09-23,464.31,Purchase
922,479,3,2025-10-04,257.48,Purchase
923,238,5,2025-09-15,34.1,Purchase
924,266,5,2025-09-27,241.73,Purchase
925,1112,2,2025-09-30,435.28,Purchase
926,192,8,2025-09-17,17.13,Purchase
927,1836,14,2025-09-25,289.91,Purchase
928,1974,2,2025-09-15,245.56,Signup
929,1875,8,2025-09-16,27.41,Purchase
930,733,4,2025-09-20,213.75,Purchase
931,983,13,2025-09-16,285.93,Purchase
932,1582,4,2025-09-19,468.37,Purchase
933,1646,4,2025-09-16,462.59,Signup
934,30,8,2025-09-13,11.72,Signup
935,1512,12,2025-09-18,15.83,Purchase
936,1926,2,2025-10-01,16.36,Purchase
937,1759,13,2025-09-22,270.08,Purchase
938,253,3,2025-09-18,269.0,Signup
939,1014,4,2025-09-15,164.52,Purchase
940,278,6,2025-09-29,257.87,Signup
941,43,3,2025-09-27,319.44,Purchase
942,207,11,2025-09-29,67.39,Purchase
943,753,12,2025-09-23,71.75,Purchase
944,1137,11,2025-09-29,224.88,Purchase
945,848,6,2025-09-30,235.99,Signup
946,1371,1,2025-09-16,452.94,Signup
947,667,2,2025-09-25,250.7,Download
948,1419,2,2025-10-03,426.24,Purchase
949,1557,10,2025-10-02,55.42,Signup
950,244,11,2025-09-27,311.21,Purchase
951,1964,12,2025-09-14,85.65,Purchase
952,872,5,2025-09-20,347.33,Signup
953,700,7,2025-09-28,220.33,Signup
954,830,5,2025-09-13,314.96,Purchase
955,1155,15,2025-09-27,293.41,Purchase
956,876,10,2025-10-05,439.53,Signup
957,476,11,2025-09-21,254.24,Signup
958,1488,13,2025-09-18,61.44,Download
959,34,3,2025-09-16,265.32,Purchase
960,894,6,2025-09-29,228.64,Signup
961,1064,13,2025-09-16,430.73,Download
962,1262,15,2025-09-16,54.61,Purchase
963,616,10,2025-09-28,170.38,Purchase
964,836,15,2025-09-14,171.94,Purchase
965,952,5,2025-09-19,100.02,Signup
966,191,6,2025-09-28,68.63,Purchase
967,214,10,2025-09-16,353.22,Signup
968,344,11,2025-09-16,441.93,Purchase
969,1922,2,2025-09-16,243.51,Purchase
970,1792,6,2025-09-26,222.96,Purchase
971,1416,14,2025-09-13,408.55,Purchase
972,1231,1,2025-09-24,308.86,Download
973,1363,13,2025-09-22,308.4,Purchase
974,842,1,2025-09-20,402.62,Signup
975,486,6,2025-09-29,456.94,Signup
976,149,11,2025-10-07,106.57,Purchase
977,567,9,2025-09-27,164.75,Purchase
978,1825,12,2025-09-23,385.84,Purchase
979,826,13,2025-09-24,490.82,Purchase
980,1417,1,2025-09-21,440.75,Purchase
981,693,14,2025-09-22,249.77,Purchase
982,1654,4,2025-09-17,366.19,Signup
983,1533,9,2025-09-19,141.18,Purchase
984,1358,3,2025-09-15,135.08,Purchase
985,1502,4,2025-09-22,216.0,Signup
986,841,5,2025-09-19,225.87,Purchase
987,421,9,2025-09-27,157.65,Purchase
988,767,3,2025-09-27,414.14,Signup
989,1548,4,2025-09-21,349.89,Download
990,676,14,2025-09-21,482.09,Purchase
991,132,8,2025-09-14,49.15,Purchase
992,551,7,2025-09-19,358.63,Signup
993,1396,12,2025-09-16,88.27,Purchase
994,1336,10,2025-10-01,471.32,Purchase
995,1527,6,2025-10-01,453.86,Purchase
996,687,4,2025-09-23,73.93,Purchase
997,1734,6,2025-09-27,274.86,Purchase
998,1385,7,2025-10-10,298.83,Signup
999,204,12,2025-09-21,448.15,Purchase
1000,1989,9,2025-09-19,130.65,Purchase
1001,129,4,2025-09-13,98.03,Purchase
1002,1440,3,2025-09-23,492.33,Purchase
1003,640,15,2025-09-14,173.78,Download
1004,1794,11,2025-10-03,475.67,Download
1005,1473,4,2025-09-18,108.62,Purchase
1006,440,14,2025-09-23,112.99,Signup
1007,1041,4,2025-09-15,151.44,Signup
1008,1295,10,2025-09-19,115.04,Signup
1009,126,14,2025-09-18,130.75,Signup
1010,819,4,2025-09-19,146.86,Purchase
1011,1940,1,2025-09-18,493.11,Download
1012,1123,11,2025-09-22,374.9,Purchase
1013,1456,4,2025-09-19,346.98,Purchase
1014,720,10,2025-09-25,276.4,Purchase
1015,781,5,2025-10-01,385.33,Purchase
1016,1375,10,2025-09-24,392.38,Purchase
1017,1534,5,2025-09-18,136.85,Purchase
1018,840,4,2025-09-23,174.76,Download
1019,1919,11,2025-10-05,103.28,Purchase
1020,1434,1,2025-09-14,162.98,Purchase
1021,147,9,2025-09-25,228.39,Purchase
1022,1213,8,2025-09-18,475.22,Purchase
1023,1236,12,2025-09-20,166.72,Purchase
1024,21,8,2025-09-20,65.4,Purchase
1025,1013,14,2025-09-19,315.63,Purchase
1026,427,7,2025-09-21,27.78,Signup
1027,1089,3,2025-10-07,116.47,Purchase
1028,1324,3,2025-09-27,215.97,Purchase
1029,288,3,2025-09-27,28.84,Purchase
1030,85,6,2025-09-18,390.36,Purchase
1031,2,6,2025-09-13,272.14,Purchase
1032,416,4,2025-09-14,95.84,Download
1033,739,11,2025-10-02,204.24,Purchase
1034,1353,12,2025-09-21,244.52,Purchase
1035,363,6,2025-09-19,481.29,Purchase
1036,1956,3,2025-09-30,64.65,Purchase
1037,1593,3,2025-10-04,488.12,Purchase
1038,83,9,2025-09-25,250.48,Purchase
1039,980,11,2025-09-20,23.57,Purchase
1040,701,2,2025-09-14,342.11,Purchase
1041,1391,9,2025-09-24,230.08,Purchase
1042,1468,10,2025-10-09,269.23,Purchase
1043,685,4,2025-09-23,256.35,Purchase
1044,291,5,2025-09-19,329.05,Download
1045,1800,3,2025-10-07,291.33,Purchase
1046,129,3,2025-10-04,484.61,Purchase
1047,255,1,2025-09-16,211.29,Signup
1048,406,2,2025-10-06,274.87,Purchase
1049,1205,9,2025-09-20,197.09,Purchase
1050,1966,10,2025-09-22,460.84,Purchase
1051,1458,5,2025-09-16,173.16,Download
1052,336,15,2025-09-22,295.64,Download
1053,1286,7,2025-10-07,470.17,Purchase
1054,1103,5,2025-09-15,384.66,Purchase
1055,181,12,2025-09-16,52.1,Purchase
1056,1948,13,2025-10-03,106.95,Purchase
1057,657,12,2025-09-16,141.22,Purchase
1058,1588,6,2025-09-20,438.69,Purchase
1059,1029,1,2025-09-17,467.11,Purchase
1060,1726,1,2025-09-22,198.21,Purchase
1061,1153,12,2025-09-18,255.45,Purchase
1062,1085,7,2025-10-01,346.59,Purchase
1063,276,2,2025-10-02,242.47,Signup
1064,286,15,2025-09-13,54.71,Purchase
1065,1512,8,2025-09-13,399.77,Purchase
1066,416,12,2025-09-18,224.76,Purchase
1067,613,5,2025-09-24,206.18,Purchase
1068,793,10,2025-09-30,32.13,Purchase
1069,87,10,2025-09-27,71.44,Purchase
1070,1107,5,2025-09-26,338.53,Purchase
1071,1269,8,2025-09-16,194.49,Signup
1072,179,9,2025-09-15,118.25,Purchase
1073,508,5,2025-09-24,68.27,Purchase
1074,653,3,2025-10-04,242.86,Purchase
1075,417,1,2025-09-15,449.46,Purchase
1076,263,6,2025-09-20,314.58,Purchase
1077,1488,2,2025-10-03,198.55,Signup
1078,1745,10,2025-09-19,473.77,Download
1079,1463,7,2025-10-03,241.28,Purchase
1080,482,8,2025-09-19,430.19,Purchase
1081,1049,3,2025-09-19,299.29,Purchase
1082,946,6,2025-09-13,177.09,Download
1083,1898,12,2025-09-16,170.45,Purchase
1084,1121,6,2025-09-30,339.59,Signup
1085,740,6,2025-09-27,211.74,Purchase
1086,803,9,2025-09-22,432.64,Purchase
1087,1076,6,2025-09-27,100.85,Purchase
1088,347,8,2025-09-17,100.9,Purchase
1089,543,11,2025-09-26,45.76,Download
1090,1778,14,2025-09-25,225.64,Purchase
1091,1204,3,2025-09-20,367.5,Signup
1092,1325,6,2025-09-20,194.39,Purchase
1093,351,5,2025-09-24,427.78,Purchase
1094,1877,12,2025-09-22,299.3,Purchase
1095,858,6,2025-10-05,53.3,Signup
1096,725,13,2025-10-03,200.8,Signup
1097,1631,10,2025-09-28,441.4,Purchase
1098,697,3,2025-09-13,350.25,Purchase
1099,94,6,2025-09-28,161.12,Purchase
1100,38,1,2025-09-21,150.11,Signup
1101,1957,15,2025-09-18,479.93,Signup
1102,1618,14,2025-09-16,57.53,Purchase
1103,1546,5,2025-09-19,30.93,Purchase
1104,880,15,2025-09-13,487.26,Purchase
1105,1673,11,2025-10-01,235.28,Purchase
1106,692,7,2025-09-25,458.92,Purchase
1107,1376,10,2025-09-22,485.65,Download
1108,1420,15,2025-09-16,205.33,Purchase
1109,1689,4,2025-09-20,250.17,Download
1110,1950,13,2025-09-22,227.43,Purchase
1111,223,10,2025-09-21,305.37,Download
1112,221,4,2025-09-15,380.13,Purchase
1113,276,4,2025-09-18,156.23,Signup
1114,433,6,2025-10-01,257.25,Purchase
1115,1233,11,2025-09-21,388.67,Purchase
1116,1143,13,2025-10-01,437.62,Purchase
1117,1269,15,2025-09-19,396.32,Purchase
1118,1791,11,2025-10-03,257.38,Purchase
1119,1734,5,2025-09-30,182.37,Purchase
1120,1509,10,2025-10-01,29.32,Purchase
1121,329,4,2025-09-16,222.08,Download
1122,1624,3,2025-10-06,477.53,Purchase
1123,1421,5,2025-09-14,194.53,Purchase
1124,1214,10,2025-09-23,242.52,Purchase
1125,862,8,2025-09-15,180.44,Purchase
1126,886,8,2025-09-14,154.57,Purchase
1127,280,14,2025-09-14,13.99,Download
1128,1101,13,2025-09-16,320.09,Purchase
1129,1662,1,2025-09-22,165.83,Purchase
1130,252,3,2025-09-24,487.26,Purchase
1131,361,8,2025-09-21,133.08,Signup
1132,157,10,2025-09-15,350.6,Download
1133,119,4,2025-09-19,361.24,Purchase
1134,366,3,2025-10-01,285.03,Purchase
1135,1076,15,2025-09-28,384.07,Signup
1136,296,11,2025-09-18,278.46,Signup
1137,1596,2,2025-10-01,173.77,Signup
1138,865,9,2025-09-13,201.23,Signup
1139,297,2,2025-09-21,312.03,Purchase
1140,613,2,2025-10-02,181.35,Purchase
1141,957,3,2025-10-09,286.8,Signup
1142,1763,2,2025-09-20,489.01,Purchase
1143,424,11,2025-09-15,297.91,Download
1144,787,1,2025-09-13,201.33,Purchase
1145,266,3,2025-09-20,292.44,Purchase
1146,1156,1,2025-09-16,304.74,Purchase
1147,1215,11,2025-09-21,91.72,Signup
1148,1784,14,2025-09-23,192.02,Purchase
1149,1461,15,2025-09-15,472.17,Purchase
1150,349,15,2025-09-18,445.57,Purchase
1151,1587,9,2025-09-23,353.67,Purchase
1152,493,2,2025-10-04,254.78,Signup
1153,1130,8,2025-09-14,496.64,Purchase
1154,530,2,2025-09-13,315.03,Download
1155,1524,8,2025-09-21,405.76,Purchase
1156,1507,15,2025-09-22,312.8,Purchase
1157,349,10,2025-10-04,321.3,Purchase
1158,164,2,2025-10-04,240.45,Download
1159,461,6,2025-09-23,213.82,Purchase
1160,1515,3,2025-09-14,171.68,Purchase
1161,1517,5,2025-09-23,107.51,Purchase
1162,1015,4,2025-09-15,430.34,Purchase
1163,1887,8,2025-09-21,421.4,Purchase
1164,1286,2,2025-09-13,426.34,Purchase
1165,1475,7,2025-09-14,244.79,Signup
1166,1066,9,2025-09-18,119.4,Download
1167,1830,6,2025-09-23,313.68,Purchase
1168,1819,12,2025-09-15,476.64,Purchase
1169,1580,2,2025-09-20,276.3,Purchase
1170,995,12,2025-09-22,185.64,Purchase
1171,847,3,2025-10-05,34.6,Signup
1172,1394,15,2025-09-15,193.95,Purchase
1173,1247,12,2025-09-21,475.19,Purchase
1174,1117,8,2025-09-13,257.17,Purchase
1175,414,9,2025-09-17,270.44,Purchase
1176,267,13,2025-09-24,84.31,Purchase
1177,574,1,2025-09-19,76.16,Purchase
1178,1590,10,2025-10-04,45.96,Purchase
1179,447,10,2025-09-25,136.64,Purchase
1180,1181,6,2025-10-03,429.88,Purchase
1181,661,6,2025-10-05,292.69,Purchase
1182,1931,11,2025-09-22,372.97,Purchase
1183,1099,1,2025-09-23,196.62,Signup
1184,1715,2,2025-09-27,16.45,Purchase
1185,251,2,2025-10-10,277.16,Purchase
1186,763,6,2025-09-13,407.39,Purchase
1187,877,2,2025-10-11,354.7,Signup
1188,996,10,2025-09-15,181.36,Purchase
1189,333,4,2025-09-21,128.79,Purchase
1190,716,1,2025-09-20,25.35,Purchase
1191,1454,4,2025-09-21,280.34,Purchase
1192,1505,3,2025-09-15,308.22,Purchase
1193,830,6,2025-09-23,372.76,Signup
1194,670,10,2025-10-10,110.94,Purchase
1195,590,1,2025-09-24,282.19,Purchase
1196,461,8,2025-09-17,106.31,Purchase
1197,1828,1,2025-09-19,17.42,Purchase
1198,154,2,2025-09-19,337.35,Purchase
1199,982,10,2025-09-24,128.48,Purchase
1200,1743,3,2025-09-25,351.23,Purchase
1201,593,8,2025-09-17,287.23,Purchase
1202,1946,15,2025-09-20,243.49,Purchase
1203,24,3,2025-10-02,428.42,Purchase
1204,1534,4,2025-09-19,252.95,Signup
1205,597,13,2025-09-24,334.11,Download
1206,1493,14,2025-09-21,57.14,Signup
1207,150,8,2025-09-18,352.0,Purchase
1208,1734,8,2025-09-14,313.29,Download
1209,388,2,2025-09-13,211.26,Download
1210,923,2,2025-09-20,344.24,Purchase
1211,1531,5,2025-09-16,464.74,Purchase
1212,342,9,2025-09-23,160.83,Signup
1213,1816,15,2025-09-18,106.94,Purchase
1214,1186,11,2025-10-01,133.56,Purchase
1215,293,6,2025-09-23,126.46,Purchase
1216,254,7,2025-09-30,94.34,Purchase
1217,1944,11,2025-09-18,309.07,Purchase
1218,595,9,2025-09-17,164.27,Purchase
1219,908,10,2025-10-04,74.46,Purchase
1220,13,10,2025-10-04,28.75,Purchase
1221,1128,14,2025-09-17,166.31,Purchase
1222,186,15,2025-09-18,194.9,Purchase
1223,979,2,2025-10-03,280.14,Purchase
1224,1815,3,2025-09-22,432.83,Purchase
1225,1882,10,2025-09-20,17.0,Signup
1226,544,9,2025-09-22,402.87,Signup
1227,1551,6,2025-09-13,278.73,Purchase
1228,1591,1,2025-09-14,171.46,Purchase
1229,1877,14,2025-09-15,160.56,Purchase
1230,1127,6,2025-09-27,454.27,Purchase
1231,1835,2,2025-10-05,219.9,Purchase
1232,1280,15,2025-09-25,92.3,Signup
1233,219,9,2025-09-18,57.86,Purchase
1234,775,10,2025-10-02,351.32,Purchase
1235,1373,1,2025-09-13,443.77,Signup
1236,1120,7,2025-09-26,489.24,Purchase
1237,1587,11,2025-09-26,273.48,Purchase
1238,1326,11,2025-09-18,225.18,Signup
1239,693,4,2025-09-15,130.2,Purchase
1240,618,9,2025-09-27,249.59,Signup
1241,1090,11,2025-10-04,35.34,Download
1242,1606,3,2025-09-29,168.3,Purchase
1243,440,13,2025-09-14,144.05,Purchase
1244,1578,6,2025-09-17,158.56,Purchase
1245,273,5,2025-09-20,421.53,Purchase
1246,993,4,2025-09-16,156.93,Purchase
1247,1444,13,2025-10-01,175.09,Purchase
1248,928,7,2025-09-26,234.69,Purchase
1249,951,14,2025-09-13,155.61,Download
